Hugo_Symbol	PHLC110	PHLC111	PHLC119	PHLC12	PHLC132	PHLC137	PHLC148	PHLC164	PHLC169	PHLC181	PHLC188	PHLC189	PHLC191	PHLC192	PHLC196	PHLC200	PHLC215	PHLC228	PHLC229	PHLC235	PHLC267	PHLC274	PHLC299	PHLC321	PHLC402	PHLC410	PHLC470	PHLC655	PHLC77	PHLC82
U2AF2	1	-1	-1	-1	1	1	-1	0	-1	0	0	1	1	-1	1	1	1	1	-1	-1	1	0	1	-1	-1	1	1	2	1	0
OIP5	-1	-1	-1	-1	1	-1	-1	-1	1	-1	0	0	-1	1	-1	1	0	1	0	-1	0	1	1	1	-1	-1	1	-1	1	1
EXOSC8	-1	-1	-1	1	-1	1	-1	-1	-1	0	1	0	1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1
SCRG1	0	1	-1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	-2	-1	0	-1	0	1	-1	-2	-1	1	-1	-1	0
RNF13	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	0	2	1	2	1	-1	1	0	1	1	-1	1	1	0	0	0
MGLL	1	1	-1	-1	0	-1	0	0	-1	1	1	-1	-1	-1	-1	1	1	0	1	-1	1	0	-1	1	-1	1	1	0	0	0
TWF2	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
GABARAPL2	-1	-1	1	1	1	-1	1	-1	-1	2	0	-1	1	1	1	0	-1	1	0	0	0	0	0	1	0	1	-1	-1	1	-1
SYNPO	-1	-1	0	0	-1	1	1	1	-1	1	-1	0	1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	1
CASC3	1	1	1	-1	-1	1	1	-1	0	1	0	1	-1	-1	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	-1	-1
NID2	1	1	1	-1	-1	-1	-1	0	1	2	1	1	1	0	0	-1	1	-1	-1	-1	-1	0	0	-1	0	1	1	0	1	1
COG2	1	1	-1	1	1	-1	-1	1	-2	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	0	-1	1	2	1	-1	1	-1	1
TFEC	-1	1	1	-1	1	-1	2	1	1	-1	1	1	1	2	-1	1	1	-2	1	0	0	0	1	1	1	-1	1	0	1	1
LAMB4	0	1	1	1	1	-1	1	1	1	0	1	1	1	1	-1	2	1	-2	1	0	0	0	1	1	1	-1	0	0	1	1
RRAS2	-1	-1	-1	0	0	1	1	-1	-1	1	1	0	-1	1	1	-1	0	0	-1	0	0	-1	2	-1	-1	1	-1	0	0	-1
ITGA11	-1	-1	-1	1	1	-1	-1	-1	1	-1	0	0	-1	1	1	0	0	1	0	-1	0	0	1	1	0	1	1	0	1	1
CLCA4	2	0	0	0	1	-1	1	0	-1	1	0	0	-1	1	0	-1	-1	0	-1	0	-1	0	0	-1	-1	1	0	-1	-2	-1
XRN2	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	2	0	0	-1	-1	1	0	-1	1	1
IKZF3	1	2	1	-1	-1	1	1	-1	0	1	-1	1	-1	-1	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	-1	-1
IKZF2	1	0	0	1	-1	1	-1	0	-1	0	0	0	1	1	0	0	-1	0	-1	0	0	0	0	-1	1	-1	-1	0	-2	1
MRAS	1	1	-1	-1	1	-1	0	0	-1	1	1	-1	-1	-1	-1	1	1	2	1	-1	1	0	0	1	-1	1	-1	0	0	0
ATF5	1	-1	-1	-1	1	1	-1	0	-1	0	1	1	1	-1	1	1	-1	1	-1	-1	1	0	1	-1	-1	1	0	-1	1	0
COPZ1	-1	0	1	-1	1	-1	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	1	1	0	-1	-1	0	1	-1
COPG	1	1	-1	-1	0	-1	0	0	-1	1	1	-1	-1	-1	-1	1	1	0	1	-1	1	0	0	1	-1	1	1	0	0	0
RASA3	1	-1	1	-1	-1	-1	0	-1	-1	0	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1
PHLDA1	-1	0	2	0	1	-1	2	1	-1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	-1	-1	0	0	1	-1
MTF2	2	0	0	0	1	-1	1	0	-1	1	0	0	-1	1	0	-1	-1	0	-1	0	-1	0	0	-1	-1	1	0	-1	0	1
HSPA4L	0	1	1	0	0	1	1	0	-1	0	-1	0	0	0	1	-1	0	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	0
DNAJC8	-1	0	0	-1	1	0	1	0	-1	0	0	0	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1
PUF60	-1	1	1	1	1	-1	0	2	1	2	1	1	1	1	2	1	1	1	2	1	-1	2	1	1	1	1	2	1	1	-1
SCAF8	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	-1	-1	-1	1	1	1	-1	-1	0	1	0	1	0	1	0	-1	1	-1
KIAA1009	-1	1	-1	-1	1	0	0	-1	-1	-1	-1	0	-1	0	-2	1	1	0	-1	-1	1	1	1	1	-1	-1	1	-1	0	-1
ZNF652	1	1	1	-1	-1	1	1	1	0	1	1	1	-1	1	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
ZFP30	1	-1	1	-1	1	-1	-1	0	1	0	1	0	1	-1	1	2	-1	1	2	1	1	0	1	-1	0	1	0	1	-1	0
RHOBTB3	-1	-1	-1	1	-1	1	1	1	-1	1	-1	0	-1	-1	1	-1	-1	-2	2	1	-1	-1	-1	-1	1	-1	-1	0	-1	1
COBLL1	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	0	1	-1	0	-1	-1	0	0	1	-1	1	-1	-1	0	1	1
RNF44	-1	-1	0	0	-1	1	1	1	-1	1	-1	1	-1	1	-1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1
DLGAP4	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	2	-1	1	0	0	1	0
RAB11FIP2	0	-1	0	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	0	0	0	-1	1	0	1	-1	0	-1	-1	-1	-1
PPM1E	1	1	1	-1	-1	1	1	1	0	1	1	1	-1	2	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
FRMPD1	0	0	1	-1	-1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	-2	0	-1	-1	-1	-1	-1	-1	0	1	-1	-1
DOLK	1	0	1	1	-1	1	0	-1	0	0	1	-1	1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1
VASH1	1	1	-1	-1	-1	1	-1	0	1	0	1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	1	1	0	1	1
ZNF507	1	-1	2	-1	1	-1	-1	-1	0	-1	0	0	1	-1	1	1	-1	1	2	1	1	0	1	-1	0	1	0	2	-1	0
AAK1	0	0	-1	1	1	1	-1	0	-1	0	1	0	-1	-1	1	1	0	1	0	0	1	0	0	1	1	1	-1	0	1	0
CPEB3	-1	-1	0	1	0	-1	0	0	1	0	-1	1	0	0	-1	-1	-1	0	1	0	-1	1	0	1	-1	1	-1	-1	-1	1
ADNP2	-1	-1	1	-1	-1	0	0	0	1	2	0	1	1	-1	1	-1	-1	1	0	-2	1	1	-1	-1	0	-1	1	0	-1	-1
ANKRD26	0	-1	2	1	1	1	-1	-1	1	1	1	1	0	-1	1	0	1	1	0	2	-1	0	0	-1	-1	0	0	1	-1	-1
LMTK2	0	1	-1	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	0	0	-1	0	0	1	1	0	1	1	0	0	1
NTNG1	2	0	1	0	1	-1	1	0	-1	-1	0	0	-1	1	0	-1	-1	0	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
CHSY1	-1	-1	-1	1	1	-1	-1	-1	0	-1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	-1	1	1
ICK	-1	1	0	-1	1	-1	-1	0	1	1	1	0	0	-1	1	1	1	1	-1	0	1	1	1	1	-1	1	1	-1	1	1
LPHN1	1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	0	-1	-1	1	-1	1	-1	0	-1	-1	1	-1	-1	-1	0	0
NLRP1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	-1	1	1	-1	-1	1	0	0	-1	-1	0	0	-1	0	-1	1	-1	-1	0	0
FNDC3A	-1	-1	-1	1	-1	-1	-1	-1	-1	0	1	0	1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1
ATG14	1	1	1	-1	-1	1	-1	0	1	2	1	1	1	0	-1	-1	1	-1	-1	-1	-1	0	0	-1	0	1	1	0	1	1
R3HDM2	-1	0	1	-1	1	2	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	-1	1	-1	-1	-1	0	1	-1
SLITRK3	1	1	-1	-1	1	-1	-1	0	1	1	2	-1	-1	-1	1	2	1	2	2	-1	2	0	1	1	-1	1	2	1	0	0
FASTKD2	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	0	-1	-1	0	-1	0	0	0	0	-1	0	-1	-1	0	1	1
ZNF510	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	0	-1
PPP6R1	1	-1	-1	-1	1	1	-1	0	-1	0	0	1	1	-1	1	1	1	1	-1	-1	1	0	1	-1	-1	1	0	2	1	0
NLGN1	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	1	2	1	2	1	-1	2	0	1	1	-1	1	1	1	2	-1
SEC31A	0	1	1	-1	0	1	1	0	-1	0	-1	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
DZIP1	1	-1	0	0	-1	-1	0	-1	-1	1	-1	0	1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1
PLEKHA6	1	1	-1	1	0	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	2	1	-1	1	-1	1
ENPP4	-1	1	0	-1	1	-1	-1	0	1	1	0	0	-1	-1	1	0	1	2	-1	1	0	1	0	1	-1	1	1	-1	-1	1
INPP5F	0	-1	0	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	0	0	0	-1	1	0	1	-1	0	-1	-1	-1	-1
MLXIP	-1	0	-1	0	1	-1	1	1	-1	1	0	1	0	-1	-1	1	-1	-1	0	-1	-1	0	-1	1	-1	-1	0	-1	1	-1
TRAPPC8	-1	-1	-1	-1	-1	1	-1	0	1	0	0	1	1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	0	1	1	0	-1	1
MON1B	-1	-1	1	1	1	-1	1	-1	-1	2	0	-1	1	1	1	0	-1	1	0	0	0	0	0	1	1	1	-1	-1	1	-1
MORC2	-1	-1	-1	-1	1	0	0	0	1	-1	1	-1	0	-1	-1	0	-1	1	-1	1	1	0	1	-1	-1	1	1	1	-1	1
ANKRD6	-1	1	-1	-1	1	0	0	-1	-1	-1	-1	0	-1	0	0	1	1	0	-1	-1	1	1	1	1	0	1	0	-1	0	-1
ZHX2	-1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	2	1	-1	2	0	1	1	1	1	2	1	-1
CLSTN1	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-1	0	1	-1	1
WDR37	-1	-1	1	1	-1	1	-1	1	1	2	1	1	1	-1	1	0	1	-2	0	1	-1	0	1	1	-1	-1	0	1	-1	-1
ABLIM3	-1	-1	0	-1	-1	1	1	1	-1	1	-1	0	1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	1
FOXJ3	-1	0	0	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	1	-1	2	0	-1	0	-1	1	-1	1	0	0	-1	-1
UBOX5	1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	0	0	-1	-1	1	0	-1	1	1
KIAA0907	1	1	1	1	0	0	-1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
ZBTB1	1	1	-1	-1	-1	1	-1	0	1	0	1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	1	1	0	2	1
ZNF365	-1	-1	-1	1	0	-1	-1	0	1	0	-1	1	0	0	0	1	-1	0	1	1	-1	0	1	1	-1	1	-1	1	-1	1
BAHD1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	0	0	-1	1	-1	1	0	1	0	-1	0	1	1	1	-1	-1	1	-1	1	1
DIS3	1	-1	-1	1	-1	-1	-2	-1	-1	0	1	0	1	-1	-2	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1
RPH3A	-1	0	-1	0	1	-1	1	1	-1	1	0	1	0	-1	-1	1	-1	-1	0	-1	-1	0	-1	1	-1	0	0	-1	1	-1
CEP164	2	-1	-1	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	1	-1	-1	-1	-1	0	1	-1	1	0	-1	-1	1	1
DENND3	-1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	-1	2	-1	1	1	1	1	1	1	-1
ARHGEF15	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	0	0	0	-1	-1	0	0	-1	0	-1	-1	-1	-1	0	0
CARD8	1	-1	-1	-1	1	-1	-1	0	-1	0	1	1	1	-1	1	1	-1	1	-1	-1	1	0	1	-1	-1	1	0	-1	1	0
ARSG	1	1	1	-1	-1	1	1	1	0	1	1	1	-2	1	1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
RUFY3	1	1	0	-1	0	1	1	0	-1	0	1	0	1	0	0	-1	0	-1	-1	0	1	1	1	-1	-1	-2	1	-1	-1	0
BTBD3	1	2	-1	-1	-1	2	-1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	1	0	0	1	-1	1	0	-1	1	1
SBNO2	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	0	1	-1	-1	-1	-1	1	0
EPN2	-1	-1	1	-1	-1	0	-1	-1	-1	1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1	1
TRAK1	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	2	-1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	0	-1	0	-1
DHX30	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
SACM1L	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
FAN1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-2	0	-1	1	-1	0	0	1	0	1	-1	0	1	1	0	-2	1	0	1	1
WDR47	2	0	0	0	1	-1	1	0	-1	-1	0	0	-1	1	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
RALY	1	-1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	2	0	1	0	0	0	0
KLRK1	-1	-1	-1	-1	1	1	1	1	-1	1	0	1	1	-1	1	1	1	1	0	0	1	-1	1	1	2	1	0	0	2	-1
MMRN1	0	1	1	1	0	1	1	0	-1	0	-1	0	1	0	0	-1	0	-1	-1	1	1	1	1	-1	-1	1	1	0	-1	0
NCBP2	1	1	-1	1	1	-1	-1	0	1	1	1	-1	-1	-1	-1	2	1	1	1	-1	1	2	1	1	-1	1	1	1	1	-1
ZP1	-1	-1	0	0	-1	1	1	0	1	0	0	0	-1	-1	1	1	0	-1	1	1	0	0	1	1	-1	1	0	-1	1	-1
CD93	1	2	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	1	0	-1	1	1
MAPRE1	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	0	1	2	0	1	0	0	0	0
KIFAP3	1	1	1	1	0	0	-1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	1	0	1	-1	1
MSRB2	-1	-1	2	1	1	1	-1	1	1	1	1	1	0	-1	1	0	1	-2	1	2	-1	0	0	-1	-1	0	1	1	-1	-1
MAPRE3	1	0	-1	1	1	1	-1	0	0	0	-1	0	-1	-1	1	1	0	1	0	-1	1	0	0	1	0	-1	-1	0	1	1
PLA2R1	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	0	1	-1	0	-1	-1	0	0	1	-1	1	-1	-1	0	1	1
ATF6	1	1	1	1	0	0	-1	1	1	1	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	1	0	0	1	-1	1
HABP4	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	0	-1
SEPHS2	1	-1	1	1	1	0	1	1	0	2	0	0	1	2	-1	0	-1	1	0	-1	0	0	0	1	1	1	-1	1	1	0
SEPHS1	0	-1	1	1	1	1	-1	1	1	1	1	1	0	-1	1	0	1	-1	0	1	-1	0	0	-1	-1	0	0	1	-1	-1
RAB3GAP1	1	0	1	1	-1	1	-1	0	1	0	0	0	1	1	-1	0	-1	1	-1	-1	1	0	0	1	1	1	-1	0	-1	1
RAB18	0	-1	2	1	1	1	-1	-1	1	1	1	1	0	-1	1	0	1	1	0	2	-1	0	0	-1	-1	0	0	1	-1	-1
POMZP3	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	-1	0	1	0	-1	1	1	0	-2	0	0	1	1
SIRT2	1	-1	1	-1	1	-1	-1	0	1	0	1	1	1	-1	1	2	-1	1	-1	1	1	0	1	1	0	1	0	1	-1	0
RPIA	1	0	-1	1	-1	1	-1	-1	1	0	1	0	1	1	-1	0	0	1	0	0	2	0	0	-1	0	1	-1	0	-1	0
ELL2	-1	-1	-1	1	-1	1	1	1	-1	1	-1	0	-1	-1	1	-1	-1	-2	2	1	-1	-1	-1	-1	1	-1	-1	0	-1	1
SCAP	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
SNW1	1	1	-1	-1	-1	1	-1	0	1	0	1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	1	1	0	1	1
SHANK2	1	-1	0	1	-1	1	1	0	1	1	-1	0	-1	1	1	0	0	1	-2	1	-1	0	1	1	-1	1	2	-1	1	-1
DKK1	-1	-1	-1	1	0	-1	-1	0	1	0	-1	1	0	0	0	2	-1	-1	1	1	-1	0	1	1	-1	1	-1	1	-1	1
KIN	-1	-1	1	1	2	1	-1	1	1	1	1	1	1	-1	1	0	1	1	0	1	-1	0	1	-1	-1	0	0	1	-1	-1
DUX4|chr10	-1	-1	-1	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	-1	1	-1	-1	1	0	1	-1	1	-1	-1	-1	-1
DUX4|chr4	1	1	-1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	1	1	0	-1	2	0	-1	-1	-1	1	-1	-1	0
CCT5	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	0	1	1	1	0	1	1	1	-1	1	1	-1	1
PTGR1	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	0	-1
SLC4A1AP	1	0	-1	1	1	1	-1	0	0	0	-1	0	-1	-1	1	1	0	1	0	-1	1	0	0	1	0	-1	-1	0	1	1
CYP2G1P	1	-1	-1	-1	1	-1	-1	0	1	0	1	1	1	-1	1	2	-1	1	2	-1	1	0	1	-1	0	1	0	1	-1	0
P2RX2	-1	0	-1	-1	1	-1	1	1	-1	1	0	1	0	-1	1	1	-1	-1	0	-1	-1	1	0	1	-1	-1	0	-1	1	-1
TRIM32	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	0	-1
SCMH1	-1	0	0	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	1	-1	2	-1	-1	0	-1	1	-1	1	0	0	-1	-1
LAMB2P1	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
TPX2	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	1	1	1	0	0	1	0
PAXIP1	-1	1	1	-1	1	-1	1	1	1	0	0	1	0	1	-1	1	1	-1	0	1	1	0	1	1	0	-1	0	0	1	0
AKR7A3	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	1	-1	1
NT5C2	-1	-1	-1	1	0	-1	0	0	1	0	-1	1	0	0	-1	-1	-1	0	0	0	-1	1	0	1	-1	0	-1	-1	-1	-1
EFR3B	1	0	-1	1	1	1	-1	0	0	0	-1	0	-1	-1	1	1	0	1	0	-1	1	0	0	1	0	-1	-1	0	1	1
TCF25	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	1	-1	1	1	-2	-1	-1	1	1	1	1	-1	-1	1	-1
NINL	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	1	-1	1	0	-1	-1	-1	1	0	-1	1	1
DIP2C	-1	-1	1	1	-1	1	-1	1	1	2	1	1	1	-1	1	0	1	-2	0	1	-1	0	1	1	-1	-1	0	1	-1	-1
MAST1	-1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	0	0
PDCD11	-1	-1	-1	1	0	-1	0	0	1	0	-1	1	0	0	-1	-1	-1	0	0	0	-1	1	0	1	-1	0	-1	-1	-1	-1
ACIN1	1	1	1	-1	-1	1	-1	0	0	1	1	1	1	0	-1	-1	0	1	-1	0	1	0	1	-1	1	1	1	0	0	1
SORCS3	-1	-1	-1	1	0	-1	0	-1	1	0	-1	1	0	0	-1	-1	-1	0	1	0	-1	1	0	1	-1	0	-1	-1	-1	-1
SV2C	-1	-1	-1	0	-1	-1	1	1	-1	0	-1	0	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	0	-1	-1
MYH15	1	1	0	-1	1	-1	0	0	-1	0	1	-1	-1	-1	0	1	1	0	1	-1	1	0	1	1	-1	1	-1	0	1	1
PCNX	1	1	-1	-1	-1	1	-1	0	1	0	1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	1	1	0	1	1
KDM2A	1	-1	0	0	-1	1	1	0	1	1	-1	0	-1	1	1	0	0	-1	-1	1	-1	0	1	1	1	1	-1	-1	1	1
HMGXB3	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	0	1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	1
AZI1	0	1	1	0	-1	1	0	1	0	1	-1	1	0	-1	0	1	1	1	0	1	0	-1	1	0	1	-1	-1	0	1	1
CEP152	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	0	-1	1	-1	-1	0	1	1	2	0	1	1	1	0	-2	1	0	1	1
TTC39A	2	0	0	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	1	0	0	0	-1	0	-1	-1	-1	1	0	-1	-1	-1
IGSF9B	2	-1	-1	1	0	-1	1	0	1	0	-1	0	1	1	1	0	0	-1	-1	-1	-1	0	1	-1	-1	1	-1	-1	-2	1
LIMCH1	1	0	1	-1	0	1	1	0	0	1	-1	0	1	1	0	-1	0	0	1	1	-1	0	1	-1	-1	1	-1	-1	-1	-1
RIMS1	-1	1	-1	-1	1	1	0	-1	-1	-1	-1	0	-1	0	0	1	1	0	-1	1	1	1	1	1	-1	-1	0	-1	0	-1
WDFY3	0	1	1	-1	0	1	1	0	-1	0	-1	0	1	0	0	-1	0	-1	-1	1	1	0	1	-1	-1	1	1	0	-1	0
DAAM1	1	1	1	-1	-1	1	-1	0	1	2	1	1	1	0	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	1	1	0	2	1
MAPKBP1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	0	0	-1	1	-1	1	0	1	0	-1	0	1	1	1	-1	-1	1	-1	1	1
PLCH1	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	1	2	1	2	1	-1	1	0	0	1	-1	1	-1	0	0	0
KLHDC10	2	1	1	-1	1	1	1	1	1	0	1	1	-1	1	-1	1	1	0	1	0	1	0	1	1	0	-1	0	0	-1	1
RAB21	-1	0	2	-1	1	1	1	1	-1	1	0	1	0	-1	0	1	1	1	1	1	1	1	0	1	-1	-1	0	0	1	1
STK38L	1	2	-1	-1	1	1	1	1	-1	1	0	1	-1	-1	1	1	1	1	1	0	1	-1	1	1	2	1	1	0	1	-1
SPEN	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	-2	0	-1	-1	-1	-1	0	1	-1	1
FBXO21	-1	0	0	0	1	-1	1	1	-1	1	0	1	0	0	-1	1	-1	-1	0	-1	-1	0	-1	1	-1	-1	0	-1	1	-1
GOLGA8A	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-2	0	-1	1	-1	1	0	1	1	1	0	1	1	1	0	-2	2	0	2	1
EXOSC7	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
FAIM2	-1	0	1	-1	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	0	-1	1	0	0	1	0	-1	-1	1	1	-1
CNOT1	-1	-1	1	1	1	-1	1	-1	-1	1	0	-1	1	1	1	0	-1	1	0	0	0	0	0	1	0	1	-1	-1	1	-1
SNRNP200	1	0	1	1	1	1	-1	-1	1	0	1	0	1	1	1	0	0	1	0	-1	1	0	0	-1	0	1	-1	0	-1	1
PALLD	0	1	1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	-1	-1	0	-1	0	1	-1	-2	-1	1	-1	-1	0
TMCC1	1	1	-1	-1	0	-1	0	0	-1	1	1	-1	-1	-1	-1	1	1	0	1	-1	1	0	0	1	-1	1	1	0	0	0
PDZRN3	0	-1	0	1	-1	-1	1	0	1	-1	-1	0	-1	-1	0	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
UNC13A	1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1	-1	-1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	0	0
MYO16	1	-1	1	0	-1	-1	0	-1	-1	1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1
KDM1A	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	1	-1	1
