Hugo_Symbol	PHLC110	PHLC111	PHLC119	PHLC12	PHLC132	PHLC137	PHLC148	PHLC164	PHLC169	PHLC181	PHLC188	PHLC189	PHLC191	PHLC192	PHLC196	PHLC200	PHLC215	PHLC228	PHLC229	PHLC235	PHLC267	PHLC274	PHLC299	PHLC321	PHLC402	PHLC410	PHLC470	PHLC655	PHLC77	PHLC82
TBC1D3P5	1	2	1	-1	-1	-1	1	-1	0	1	2	1	0	-1	1	1	0	1	-1	1	1	0	0	-1	0	-1	-1	0	1	1
SUZ12P	1	2	1	-1	-1	1	1	-1	0	1	1	1	1	-1	1	1	0	1	-1	1	1	0	-1	-1	0	-1	-1	0	1	1
LOC440434	1	1	1	-1	-1	1	1	-1	0	1	-1	1	-1	-1	-1	0	0	-1	-1	2	1	0	0	-1	1	-1	-1	0	1	-1
GPR179	1	1	1	-1	-1	1	1	-1	0	1	-1	1	-1	-1	-1	0	0	-1	-1	2	1	0	0	-1	1	-1	-1	0	1	-1
TBC1D3P2	1	1	1	-1	-1	1	1	1	0	1	1	1	-1	1	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
PLEKHM1P	1	1	1	-1	-1	1	1	1	0	1	1	1	-1	2	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
LOC440461	1	1	1	-1	-1	1	1	1	0	1	1	1	-2	1	1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
FLJ90757	0	1	1	0	-1	1	0	1	0	1	-1	1	0	-1	0	1	1	1	0	1	0	-1	1	0	1	-1	-1	0	1	1
ANKRD20A5P	-1	-1	1	-1	-1	0	-1	-1	0	0	1	1	0	0	1	-1	1	0	-1	1	0	1	-1	1	0	1	0	0	1	1
HSBP1L1	-1	-1	1	-1	-1	0	0	0	1	2	0	1	1	-1	1	-1	-1	1	0	-2	1	1	-1	-1	0	-1	1	0	-1	-1
PLIN5	-1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	1	-1	-1	1	-1	1	-1	0	-1	0	-1	-1	-1	-1	1	0
CLEC4GP1	-1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	0	-1	0	-1	1	-1	-1	0	0
ZNF506	1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1	-1	-1	-1	2	1	1	-1	0	-1	-1	-2	-1	0	-1	-1	0
LOC440518	1	-1	0	-1	-1	-1	-1	0	1	0	0	0	-1	-1	-1	-1	1	1	1	1	-1	0	-1	-1	0	-1	-1	-1	1	0
ZNF724P	1	-1	0	-1	-1	-1	-1	0	1	0	0	0	-1	-1	-1	-1	1	1	1	1	-1	0	-1	-1	0	-1	-1	-1	1	0
PSG8	1	-1	-1	-1	1	-1	-1	0	1	0	1	1	1	-1	1	2	-1	1	2	-1	1	0	1	-1	0	1	0	1	-1	0
FLJ42875	-1	1	-1	-1	0	0	1	-1	-1	0	0	1	-1	1	1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-1	1	1	-1	1
PRAMEF11	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-2	-1	1	0	-1	-1	1	0	-1	-1	-1	-1	0	1	-1	1
PRAMEF6	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	0	-1	-1	1	0	-1	-1	-1	-1	0	1	-1	1
LOC440563	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	0	-1	-1	1	0	-1	-1	-1	-1	0	1	-1	1
UQCRHL	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	-2	0	-1	-1	-1	-1	0	1	-1	1
MINOS1	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	1	-1	1
FLJ32224	-1	0	0	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	1	-1	2	0	-1	0	-1	1	-1	1	0	0	-1	-1
FAM183A	-1	0	0	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	1	-1	2	0	-1	0	-1	1	-1	1	0	0	-1	-1
ZYG11A	2	0	0	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	1	0	0	0	-1	0	-1	-1	-1	1	0	-1	-1	-1
FLJ31662	2	0	0	0	1	-1	1	0	-1	1	0	0	-1	1	0	-1	-1	0	-1	0	-1	0	1	-1	-1	1	0	-1	0	-1
LOC440600	2	0	0	0	1	-1	1	0	-1	-1	0	0	-1	1	-1	-1	-1	-2	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
BCL2L15	2	1	0	1	1	-1	1	0	-1	-1	0	0	-1	1	-1	-1	-1	-2	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
NUDT4P1	-1	0	1	0	1	-1	2	1	-1	1	0	1	0	0	-1	1	1	0	1	0	0	1	-1	1	-1	-1	0	-1	1	-1
HIST2H2BF	1	2	2	1	0	0	-1	1	-1	2	-1	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	0	0	1	-1	1
ETV3L	1	1	2	1	0	0	-1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
LRRC52	1	1	1	1	0	0	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	0	0	1	-1	1
LOC440700	1	1	1	1	0	0	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	0	0	1	-1	1
LOC440704	1	1	-1	1	1	-1	-1	1	1	1	0	1	1	1	1	1	-1	1	2	0	1	0	1	1	2	1	0	2	-1	1
C1orf186	1	1	-1	1	0	-1	-1	1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1
TRIM67	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	0	-1	1	1	1	-1	1	-1	1
MAP1LC3C	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	0	0	1	1	1	0	1	1	1
DZANK1-AS1	1	2	-1	-1	-1	1	-1	1	-1	-1	0	1	-1	-1	1	1	-1	1	1	-1	2	0	-1	-1	-1	1	0	-1	1	1
P2RX6P	-1	-1	0	1	0	-1	-1	0	1	2	-1	-1	0	-1	-1	0	1	1	-1	1	1	0	0	-1	-1	1	1	1	-1	0
RIMBP3B	-1	-1	0	1	0	-1	-1	0	0	2	-1	-1	0	-1	-1	0	1	1	-1	1	1	0	0	-1	-1	1	1	1	-1	0
PIWIL3	-1	-1	1	-1	1	1	-1	0	1	2	-1	-1	0	-1	-1	0	1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1
MIAT	-1	-1	1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1
SHISA8	-1	-1	-1	-1	1	0	0	1	1	-1	1	-1	0	-1	-1	0	-1	1	-1	1	1	0	-1	-1	-1	1	1	-1	-1	-1
ODF3B	-1	-1	-1	-1	1	0	0	1	1	-1	1	-1	0	-1	-2	1	-1	2	-1	1	1	1	-1	-1	-1	0	2	-1	-1	-1
CAPN14	1	0	-1	1	1	1	-1	0	0	0	0	0	-1	-1	1	1	0	1	0	-1	1	0	0	1	1	1	-1	0	1	1
ACTR3BP2	1	0	1	1	1	1	-1	-1	1	0	1	0	1	1	0	0	0	1	0	0	2	0	0	-1	0	1	-1	0	-1	0
LOC440894	1	0	1	1	1	1	-1	-1	1	0	1	0	1	1	1	1	0	1	0	-1	1	0	0	1	0	1	-1	0	1	1
LOC440895	1	0	1	1	1	1	-1	-1	1	0	1	0	1	1	1	1	0	1	0	-1	1	0	0	1	0	1	-1	0	1	1
LOC440896	-1	0	1	1	-1	1	1	0	0	-1	1	-1	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	-1	-1
LOC440900	1	0	1	1	-1	1	-1	-1	1	0	1	0	1	1	-1	0	0	1	0	-1	1	0	0	1	0	1	-1	0	1	0
LOC440905	1	0	1	1	-1	1	-1	0	1	0	0	0	1	1	-1	0	-1	1	0	-1	1	0	0	-1	1	1	-1	0	-1	0
LOC440910	1	0	1	1	-1	1	-1	0	1	0	0	0	1	1	-1	0	-1	1	0	-1	1	0	0	-1	1	1	-1	0	-1	0
POTEKP	1	0	1	1	-1	1	-1	0	1	0	0	0	1	1	-1	0	-1	1	0	-1	1	0	0	-1	1	1	-1	0	-1	0
LOC440925	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	0	1	-1	0	-1	-1	0	0	0	-1	0	-1	-1	0	1	0
H3F3AP4	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	0	-1	1	2	1	-1	1	-1	1
LOC440944	-1	-1	-1	0	-1	-1	1	0	-1	-1	-1	0	-1	-1	-1	2	-1	0	-1	1	-1	-1	-1	-1	0	-1	0	-1	0	-1
FLJ33065	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	0	-1	0	-1
TMEM89	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
IQCF6	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
C3orf78	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-2	-1	-1	-1	-1	0	-1
LOC440970	0	-1	1	1	-1	-1	1	1	1	-1	-1	0	-1	-1	1	-1	-1	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
LOC441009	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	-1	0	0	1	1	-1	0	1	-1	-1	-1	-1	-1	-1	-1
MTHFD2L	0	1	1	-1	0	1	1	0	-1	0	2	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
LOC441025	0	1	1	-1	0	1	1	0	-1	0	1	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
TMEM150C	0	1	1	-1	0	1	1	0	-1	0	-1	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
GUSBP5	0	1	1	0	0	1	1	1	-1	0	-1	0	0	0	1	-1	0	-1	-1	0	1	0	1	-1	-1	-1	1	-1	-1	0
HSP90AA6P	0	1	1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	-1	-1	0	-1	0	1	-1	-2	-1	1	-1	-1	0
C4orf47	1	1	-1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	1	-1	0	-1	1	0	-1	-2	-1	1	-1	-1	0
DUX4L4	1	1	-1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	1	1	0	-1	2	0	-1	-1	-1	1	-1	-1	0
MARCH11	-1	-1	1	1	1	1	2	1	1	1	1	-1	1	1	2	-1	1	1	1	1	1	0	1	1	1	-1	1	1	-1	1
CRSP8P	-1	-1	-1	0	-1	-1	1	1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	1	-1	-1	0	-1	-1
FLJ42709	-1	-1	-1	1	-1	1	1	1	-1	1	-1	0	-1	-1	1	-1	-1	-2	0	1	-1	-1	-1	-1	1	-1	-1	0	-1	1
C5orf56	-1	-1	0	0	-1	1	1	1	-1	1	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	1
FLJ16171	-1	-1	0	0	-1	1	1	1	-1	1	-1	1	-1	1	-1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1
C6orf226	-1	1	1	-1	1	-1	-1	0	1	1	0	0	-1	-1	1	0	1	2	-1	1	0	0	0	1	-1	0	0	-1	-1	1
TMEM151B	-1	1	1	-1	1	-1	-1	0	1	1	0	0	-1	-1	1	0	1	2	-1	1	0	0	0	1	-1	0	0	-1	-1	1
OOEP	-1	1	-1	-1	1	1	0	-1	-1	-1	-1	0	-1	0	0	1	1	0	-1	1	1	1	1	1	-1	-1	0	-1	0	-1
FAM26F	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	1	0	0	1	1	0	-1	-1	1	1	1	1	0	1	1	-1	1	-1
FLJ46906	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	-1	0	-2	1	1	1	-1	-1	0	1	1	1	0	1	0	-1	1	1
LOC441177	0	1	-1	-1	1	0	0	-1	1	1	-1	0	1	-1	-1	0	1	1	-1	-1	0	1	0	1	0	1	0	-1	1	-1
RNF216P1	0	1	0	1	0	-1	1	2	1	0	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	-1	0	0	1
PMS2CL	0	1	0	1	0	-1	1	2	1	0	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	-1	0	-1	1
LOC441204	0	1	1	1	1	-1	1	1	1	0	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	0	1
ZNRF2P1	0	1	1	1	1	-1	1	1	1	0	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	0	-1	0	0	1
RP9P	0	1	1	1	1	-1	1	1	1	0	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	0	-1	0	0	1
ZNF716	0	1	1	1	0	1	1	2	1	0	1	1	-1	2	0	1	1	1	1	1	1	1	1	1	1	1	2	0	2	1
LOC441242	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	-2	0	-1	1	0	1	1	1	1	0	0	1	1
TYW1B	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	-2	0	-1	1	-1	1	1	0	-2	0	0	1	-1
SPDYE7P	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	-2	0	-1	1	-1	1	1	0	-2	0	0	1	-1
DTX2P1-UPK3BP1-PMS2P11	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	-1	0	-1	0	-1	1	1	0	-2	0	0	1	1
SPDYE3	0	1	-1	1	1	-1	1	1	1	0	1	1	1	2	1	1	1	-1	0	-1	0	0	1	1	0	1	0	0	0	1
SPDYE2	0	1	1	1	1	-1	1	1	1	0	1	1	1	1	-1	1	1	-1	0	0	0	0	1	1	0	1	0	0	0	1
AKR1B15	-1	1	1	-1	1	-1	1	1	1	0	1	1	-1	1	-1	1	1	0	1	1	1	0	1	1	0	-1	0	0	-1	1
CTAGE15P	-1	1	1	-1	1	-1	1	1	1	0	0	1	-1	1	-1	1	1	-1	1	1	1	0	1	1	-1	-1	0	0	-1	1
OR2A9P	-1	1	1	-1	1	-1	1	1	1	0	0	1	-1	1	-1	1	1	-1	1	1	1	0	1	1	-1	-1	0	0	-1	1
FLJ44511	0	1	-1	1	0	-1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	-1	1	0	1
OR4F21	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	1	-1	-2	-1	0	-2	1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1
FAM90A13	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	-1
FAM90A5	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	-1
FAM90A7	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	-1
FAM90A8	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	-1
FAM90A18	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	-1
FAM90A9	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	-1
FAM90A10	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	-1
FLJ39080	0	1	1	1	1	-1	0	1	0	1	1	1	-1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	-2	-1
FLJ46284	0	1	2	1	1	-1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	-1	1	0	1	0	-1	1	1	-2	1
FLJ42969	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	-1	1	0	1	0	-1	1	1	1	-1
C8orf85	0	1	2	1	1	1	0	1	0	1	1	1	1	1	2	1	1	1	1	1	-1	2	1	1	1	1	1	1	1	-1
LRRC24	-1	1	1	1	1	-1	0	2	1	2	1	1	1	1	2	1	1	1	2	1	-1	2	1	1	1	1	2	1	1	-1
FLJ35282	0	0	-1	-1	-1	-1	-2	-1	1	-1	-1	-1	-1	-1	-2	-1	-1	-1	-2	1	-2	-1	-1	-1	-1	-2	-2	0	-1	-1
SUGT1P1	0	0	1	-1	-1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	1	0	1	0	-1	-1	-1	-1	-1	1	2	1	-1	-1
ANKRD20A3	-1	0	1	-1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	0	-2	0	-1	-1	-1	0	-1	-1	-1	1	-1	-1
ANKRD20A2	0	0	1	-1	-1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	-2	0	-1	-1	-1	-1	-1	-1	-1	1	-2	-1
AQP7P3	0	0	1	-1	-1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	-2	0	-1	-1	-1	-1	-1	-1	-1	1	-2	-1
FAM75C1	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1
LOC441454	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	0	-1
LOC441455	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	0	-1
FAM22G	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	0	-1
ANKRD18B	0	0	1	-1	-1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	1	0	1	0	-1	-1	-1	-1	-1	1	2	1	-1	-1
LOC441461	1	0	1	0	-1	0	1	0	0	0	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	0	-1
C9orf173	0	0	1	1	-1	1	0	-1	0	1	1	-1	1	-1	0	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	1	0	-1
NRARP	0	0	1	1	-1	1	0	-1	0	1	1	-1	1	-1	1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	1	0	-1
CDNF	0	-1	1	1	1	1	-1	1	1	1	1	1	0	-1	1	0	1	0	0	1	-1	0	0	-1	-1	0	0	1	-1	-1
FRG2B	-1	-1	-1	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	-1	1	-1	-1	1	0	1	-1	1	-1	-1	-1	-1
LOC441601	-1	-1	-1	-1	-1	1	1	-1	1	1	0	0	-1	1	1	-1	0	1	-2	0	0	0	1	1	-1	-1	2	0	-1	1
OR5B3	-1	-1	0	0	-1	1	1	0	1	0	0	0	-1	-1	1	1	0	1	-1	0	0	0	1	1	-1	1	2	-1	1	-1
TSPAN11	1	2	1	-1	1	1	1	1	-1	-1	0	1	-1	-1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	-1
OR9K2	-1	0	1	-1	1	1	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	1	1	0	-1	-1	0	2	-1
LOC441666	-1	-1	-1	1	0	-1	-1	0	0	0	1	1	0	-1	-1	2	1	-1	0	1	-1	0	0	1	-1	0	-1	2	-1	1
OR4Q3	-1	1	2	1	-1	1	-1	0	0	1	1	1	1	-1	-1	-1	0	1	-1	0	0	0	0	-1	1	1	1	1	1	1
OR4M1	-1	1	2	1	-1	1	-1	0	0	1	1	1	1	-1	-1	-1	0	1	-1	0	0	0	0	-1	1	1	1	1	1	1
TEX21P	1	1	-1	-1	-1	1	-1	0	1	0	1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	1	1	0	2	1
WBP11P1	-1	-1	0	-1	-1	1	-1	0	1	0	0	1	1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	0	1	1	0	-1	2
TARM1	1	-1	-1	-1	1	1	-1	0	-1	0	1	1	1	-1	1	1	1	1	-1	-1	1	0	1	-1	-1	1	0	2	1	0
ANKRD65	-1	1	-1	-1	0	0	1	-1	-1	0	0	1	-1	1	1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-1	1	1	-1	1
PRAMEF7	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	0	-1	-1	1	0	-1	-1	-1	-1	0	1	-1	1
PGCP1	2	0	0	0	1	-1	1	0	-1	-1	0	0	-1	1	-1	-1	-1	-2	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
OR10J3	1	1	2	1	0	0	-1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
OR2W5	1	1	1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	0	0	1	1	1	0	1	1	1
OR13G1	1	1	1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	0	0	1	2	1	0	1	1	1
ZNFX1-AS1	1	2	-1	-1	1	1	-1	1	0	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	1	0	1	0	0	1	0
LOC442028	1	0	1	1	1	1	-1	-1	1	0	1	0	1	1	1	0	0	1	0	-1	1	0	0	-1	0	1	-1	0	-1	1
SULT1C3	1	0	1	1	1	1	-1	-1	1	0	0	0	1	1	1	0	0	1	0	-1	1	0	0	1	0	1	-1	0	2	1
GALNTL6	0	1	-1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	-2	-1	0	-1	0	1	-1	-2	-1	1	-1	-1	0
LOC442132	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	0	1	1	1	0	1	1	1	-1	1	1	-1	1
OR2B3	1	-1	1	0	1	0	-1	0	0	-1	0	0	-1	-1	1	0	1	0	-1	1	1	1	0	1	-1	0	0	-1	-1	-1
OR2J3	1	-1	1	0	1	0	-1	0	0	-1	0	0	-1	-1	1	0	1	0	-1	1	1	1	0	1	-1	0	0	-1	-1	-1
OR14J1	1	-1	1	0	1	0	-1	0	0	-1	0	0	-1	-1	1	0	1	0	-1	1	1	1	0	1	-1	0	0	-1	-1	-1
OR10C1	1	-1	1	0	1	0	-1	0	0	-1	0	0	-1	-1	1	0	1	0	-1	1	1	1	0	1	-1	0	0	-1	-1	-1
ATP6V0CP3	-1	1	1	-1	1	-1	-1	0	1	1	0	0	-1	-1	1	0	1	2	-1	1	0	0	0	1	-1	0	0	-1	-1	1
PTCHD4	-1	1	0	-1	1	-1	-1	0	1	1	0	0	-1	-1	1	1	1	1	-1	0	0	1	0	1	-1	1	1	-1	-1	1
MCART3P	-1	1	-1	0	1	-1	-1	-1	-1	-1	-1	0	-1	0	0	1	1	1	-1	-1	1	1	1	1	-1	-2	1	0	0	-1
GSTM2P1	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	1	0	0	1	1	0	-1	-1	1	1	0	1	0	1	1	-1	1	-1
RFPL4B	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	1	0	0	1	1	0	-1	-1	1	1	0	1	0	1	1	-1	1	-1
ZNF727	0	1	1	1	0	1	1	1	1	0	1	1	1	2	0	1	1	-1	0	-1	1	0	1	1	-1	1	0	0	1	1
OR2A2	-1	1	1	-1	1	-1	1	1	1	0	0	1	-1	1	-1	1	1	-1	1	1	1	0	1	1	-1	-1	0	0	-1	1
LOC442421	-1	0	1	1	-1	1	1	0	0	-1	1	-1	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	-1	-1
FOXB2	-1	0	1	1	-1	0	1	0	0	-1	1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	-1	-1
LOC442497	0	1	-1	1	0	-1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	-1	1	0	1
DPY19L2P4	0	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	-1	1	0	0	0	1	1	1	1	1	0	1	1
DPY19L2P3	0	1	1	1	1	-1	1	1	1	0	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	0	1
STAG3L3	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	-2	0	-1	1	-1	1	1	0	-2	0	0	1	-1
STAG3L2	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	-1	0	-1	-1	-1	1	1	0	-2	0	0	1	-1
SPDYE5	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	-1	0	-1	-1	-1	1	1	0	-2	0	0	1	-1
EIF3IP1	0	1	1	1	1	-1	1	1	1	0	1	1	1	1	-1	1	1	-2	1	0	0	0	1	2	1	-1	1	0	1	1
LMOD2	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	2	-1	2	1	0	1	0	0	0	1	1	1	-1	1	0	1	1
MIR133B	-1	1	0	-1	1	-1	-1	0	1	1	1	0	0	-1	1	1	1	1	-1	0	1	1	0	1	-1	1	1	-1	1	1
MIR135B	1	1	-1	1	0	-1	-1	1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1
MIR148B	-1	0	1	-1	1	-1	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	1	1	0	-1	-1	0	1	-1
MIR302B	0	1	1	0	0	1	1	0	-1	0	-1	0	0	0	1	-1	0	-1	-1	1	1	1	1	-1	-1	-1	1	0	-1	0
MIR302C	0	1	1	0	0	1	1	0	-1	0	-1	0	0	0	1	-1	0	-1	-1	1	1	1	1	-1	-1	-1	1	0	-1	0
MIR302D	0	1	1	0	0	1	1	0	-1	0	-1	0	0	0	1	-1	0	-1	-1	1	1	1	1	-1	-1	-1	1	0	-1	0
MIR323A	1	1	-1	-1	-1	1	-1	0	1	0	1	-1	2	1	-1	-1	0	-1	-1	1	-1	0	1	-1	0	1	1	0	1	1
MIR324	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	1	0	0	-1	-1	1	0	-1	0	-1	1	-1	-1	0	0
MIR326	1	-1	0	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	0	-1	-2	1	-1	0	1	1	2	1	-1	-1	1	-1
MIR328	-1	-1	1	1	1	-1	1	-1	-1	1	0	0	1	2	1	0	-1	1	0	-1	-1	0	1	1	0	1	-1	-1	1	-1
MIR330	1	-1	2	-1	1	-1	-1	0	1	0	1	1	1	-1	1	1	-1	1	2	-1	1	0	1	-1	-1	1	0	1	-1	0
