Hugo_Symbol	PHLC106	PHLC110	PHLC111	PHLC113	PHLC116	PHLC119	PHLC122	PHLC123	PHLC12	PHLC132	PHLC133	PHLC134	PHLC137	PHLC139	PHLC148	PHLC149	PHLC151	PHLC152	PHLC154	PHLC156	PHLC162	PHLC164	PHLC169	PHLC171	PHLC178	PHLC181	PHLC182	PHLC188	PHLC189	PHLC191	PHLC192	PHLC193	PHLC194	PHLC196	PHLC198	PHLC200	PHLC204	PHLC205	PHLC207	PHLC211	PHLC215	PHLC220	PHLC223	PHLC225	PHLC228	PHLC229	PHLC234	PHLC235	PHLC236	PHLC237	PHLC239	PHLC242	PHLC243	PHLC247	PHLC251	PHLC252	PHLC255	PHLC256	PHLC267	PHLC268	PHLC271	PHLC272	PHLC273	PHLC274	PHLC277	PHLC286	PHLC295	PHLC296	PHLC299	PHLC309	PHLC314	PHLC315	PHLC321	PHLC325	PHLC326	PHLC328	PHLC334	PHLC339	PHLC344	PHLC353	PHLC356	PHLC360	PHLC362	PHLC365	PHLC366	PHLC369	PHLC379	PHLC390	PHLC397	PHLC402	PHLC410	PHLC412	PHLC417	PHLC422	PHLC426	PHLC428	PHLC431	PHLC435	PHLC438	PHLC444	PHLC451	PHLC459	PHLC462	PHLC469	PHLC470	PHLC471	PHLC501	PHLC50	PHLC55	PHLC57	PHLC62	PHLC655	PHLC77	PHLC81	PHLC82	PHLC83	PHLC85	PHLC86
ANO8	0	1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	0	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	1	0	-1	-1	-1	-1	1	0	1	1	-1	1	-1	0	-1	-1	-1	1	0	-1	1	-1	0	0	1	-1	-1	0	-1	1	-1	0	-1	1	0	-1	-1	2	1	1	1	0	-1	-1	-1	0	1	1	0	2	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	0	-1	1	1	-1	0	0	0	1	1	0
GPR107	0	1	0	-1	-1	1	1	-1	1	-1	1	1	1	-1	0	0	0	-1	1	-1	-1	-1	0	-1	-1	0	0	1	-1	1	-1	0	1	0	-1	-1	-1	-1	1	0	-1	-1	0	-1	0	1	-1	-1	-1	-1	1	1	-1	0	-1	0	1	-1	-1	-1	-1	0	-1	-1	-1	-1	1	1	-1	0	-1	-1	-1	-2	0	1	1	-1	1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	1	1	0	-1	-1	1	1	-1
METTL14	0	0	1	0	1	1	0	1	0	0	1	0	1	-1	1	1	-1	-1	0	0	-1	0	-1	-1	1	0	0	-1	0	0	0	-1	0	1	-1	-1	0	-1	1	0	0	1	1	-1	-1	-1	-1	1	0	-1	0	0	1	-1	-1	-1	-1	-1	1	-1	-1	0	1	1	-1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	1	0	-1	-1	-1	1	0	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	1	1	-1	2	-1	-1	-1	0	-1	1	0	-1	-1	1
IGDCC4	0	-1	-1	1	-1	-1	-1	0	1	1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	-1	1	1	-1	-1	-1	0	0	-1	1	-2	-1	1	0	0	-1	1	-1	-1	0	1	0	0	1	0	1	-1	-1	0	0	-1	-1	1	-1	-1	1	0	0	0	0	-1	-1	0	0	0	0	0	1	-1	-1	-1	1	0	-1	-1	-1	0	1	1	1	0	1	0	-1	1	1	0	-1	0	1	-1	-1	-1	0	1	-1	0	-1	0	0	-1	1	0	1	1	-1	1	0	-1	0	0	1	-1	1	1	1	-1
EPG5	1	-1	-1	0	-1	-1	1	0	-1	-1	1	1	0	0	0	0	-1	-1	-2	-1	0	0	1	-1	-1	0	-1	0	1	1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	1	-1	-1	-1	-1	0	1	-1	1	-1	0	1	-1	-1	1	0	0	-1	1	1	-1	1	0	-1	-1	-2	-1	-1	0	1	-1	0	-1	0	-1	-1	0	-1	-1	1	-1	0	0	1	0	1	-1	-1	0	-1	-1	-1	1	-1	1	0	1	-1	0	0	0	-1	1	-1	-1	-1	0	-1	-1	-1	1	-1	1
NCOA5	-1	1	-1	-1	0	-1	0	1	-1	1	1	-1	0	1	-1	0	0	0	1	1	1	1	0	1	1	1	1	-1	1	1	1	1	0	1	1	1	-1	1	-1	0	1	0	0	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	0	0	0	1	0	1	-1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	-1	1	0	0	1	1	1	-1	0	1	0	1	-1	1	1	1	1	0	1	1	0	1	0	0	0	-1	-1	1	1	-1	0	1	2	0	1	1	2
WDR19	0	1	0	0	1	1	-1	1	-1	0	-1	0	1	-1	1	-1	1	-1	2	0	-1	0	1	-1	1	1	1	-1	0	1	1	-1	1	0	1	1	0	-1	-1	0	0	-1	-1	-1	0	1	1	1	0	-1	0	0	1	-1	1	-1	-1	-1	-1	-1	-1	0	1	0	-1	-1	-1	1	1	-1	1	-1	-1	0	0	-1	1	0	0	-1	1	0	1	-1	0	-1	0	0	-1	-1	1	1	1	1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	1	0	-1	-1	1	-1	-1	-1	1
ANKRD36B	0	1	0	1	1	1	0	1	1	1	0	0	1	0	-1	0	0	0	1	0	0	-1	1	0	-1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	-1	0	0	1	0	0	-1	0	-1	0	1	1	1	-1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	-1	0	-1	1	0	-1	0	-1	1	0	0	0	0	1	0	0	0	0	1	-1	1	0	1	0	1	0	0	1	1	-1	0	1	-1	1	0	0	-1	0	0	0	-1	-1	1	-1	1	0
SPTBN4	0	1	-1	1	1	-1	-1	1	-1	1	-1	0	-1	1	-1	-1	-1	1	1	1	-1	0	1	1	1	0	1	1	1	1	-1	-1	-1	1	-1	2	1	0	2	0	-1	-1	1	1	1	2	-1	-1	1	1	1	0	-1	1	1	-1	1	0	1	1	1	0	1	0	1	-1	0	1	1	0	2	0	-1	0	1	2	1	1	1	-1	1	0	0	1	-1	1	1	0	1	0	1	2	1	0	1	-1	1	2	0	2	-1	0	-1	1	0	0	1	-1	1	0	0	1	-1	1	0	-1	1	0
ZFYVE28	1	-1	0	1	1	1	-1	1	0	0	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	0	1	-1	1	1	1	0	1	1	1	1	0	-1	1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	1	-1	1	0	-1	1	0	1	-1	1	-1	0	-1	-1	-1	-1	-1	1	0	-1	-1	-1	1	0	-1	1	-1	-1	-2	-1	-1	1	0	1	-1	-1	-1	1	-1	-1	-1	0	0	-2	-1	-1	1	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	0	-1	0	-1	1	0	-1	-1	-1	-1	-1	-1	0
GBA3	0	-1	0	0	1	1	-1	1	0	0	1	0	1	-1	1	-1	1	-1	0	0	-1	0	1	-1	1	1	1	-1	0	1	1	-1	-1	0	1	-1	-1	-1	-1	-1	0	-1	-1	0	0	1	-1	1	0	-1	0	0	1	-1	1	-1	0	-1	-1	-1	-1	0	1	0	-1	-1	-1	1	1	-1	1	-1	-1	0	0	-1	1	0	0	-1	1	0	1	-1	-1	-1	0	0	-1	-1	-1	1	1	1	-1	-1	-1	-1	0	0	-1	0	-1	1	-1	0	-1	1	-1	1	0	-1	-1	1	-1	-1	-1	1
SCUBE2	1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	1	-1	1	-1	0	0	-1	1	-1	-1	-1	-1	1	1	0	-1	0	-1	1	-1	-1	1	1	-1	-1	0	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	1	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	1	1	-1	0	-1	1	-1	0	-1	0	0	0	1	-1	-1	0	0	1	-1	1	1	0	0	-1	-1	1	-1	1
TRIB3	0	1	1	1	-1	-1	1	-2	-1	-1	-1	0	1	-1	-1	1	0	1	-1	1	1	1	1	1	-1	2	1	1	1	-1	-1	1	0	1	0	1	-1	1	2	1	-1	0	0	1	1	1	-1	-1	0	1	-1	1	-1	1	1	0	0	1	1	0	1	-1	1	0	1	0	1	1	0	1	-1	1	-1	0	1	1	1	1	-1	1	1	0	-1	1	1	1	1	-1	-1	-1	1	0	1	0	1	1	-1	-1	0	1	1	0	1	1	0	0	-1	0	1	1	-1	-1	1	-1	1	1	-1	-1
ANKRA2	1	-1	-1	-2	0	-1	-1	-1	0	-1	1	-2	-1	-1	1	-1	0	-1	0	-1	-1	1	-1	-1	1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	1	-1	0	1	0	-1	0	-1	1	0	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	1	0	-1	-1	0	0	-1	1	-1	0	-1	1	0	0	-1	1	-1	-1	1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	1	0	-1	-1	-1	1	-1	-1
RBAK	-1	0	1	1	2	0	1	-1	1	0	0	1	-1	1	1	1	0	0	1	1	1	2	1	0	1	0	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1	1	0	1	0	0	-1	1	1	2	1	0	1	1	1	2	1	1	1	-1	-1	-1	-1	1	0	-1	1	1	0	0	0	1	1	-1	1	-1
MARK4	0	1	-1	1	1	2	-1	1	-1	1	-1	0	-1	0	-1	-1	1	-1	1	1	-1	0	1	1	-1	0	0	1	1	1	-1	-1	-1	1	-1	1	1	0	2	0	-1	-1	1	1	1	2	1	-1	1	1	1	0	1	1	1	-1	1	0	1	1	2	0	2	0	1	1	0	1	1	0	2	0	-1	0	1	-1	-1	0	1	-1	-1	0	0	1	-1	1	1	0	1	0	1	2	1	0	1	-1	1	-1	0	1	-1	0	-1	1	0	0	-1	-1	1	0	0	1	-1	2	0	0	1	-1
SUGP1	1	1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	1	-1	0	0	0	-1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	1	-1	0	-1	2	1	-1	1	-1	-1	-1	-1	-1	1	0	-1	1	0	0	0	1	-1	-1	0	-1	1	-1	0	-1	1	0	-1	-1	0	1	1	1	0	-1	-1	-1	0	1	1	0	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	-1	1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	1	-1	-1	0	0	0	1	1	0
FAM5B	-1	1	1	-1	1	-1	0	1	1	0	1	1	1	0	-1	0	1	0	1	1	1	1	-1	1	-1	1	0	0	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	0	1	1	1	1	-1	-1	1	0	1	1	1	-1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	-1	1	1	0	1	0	0	1	1	0	1	0	-1	1	1	-1	1	-1	1	-1	1	1	0
GATAD1	-1	0	1	1	0	1	0	-1	1	1	-1	-1	1	0	1	1	0	-1	1	1	1	1	1	0	1	0	1	1	1	1	2	0	0	1	0	1	1	0	1	0	1	0	1	1	-1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	-1	1	1	1	1	1	1	0	1	0	1	1	-1	-1	0	1	1	2	1	1	2	1	1	0	0	0	1	1	2	1	1	1	1	1	1	1	1	0	-1	1	1	1	0	-1	1	0	-1	0	1	1	1	0	0	0
RAB40C	1	-1	-1	-1	0	-1	1	-1	0	1	-1	0	0	1	1	-1	-1	-1	1	0	1	-1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	-1	1	-1	-1	0	0	1	1	-1	-1	-1	-1	1	1	-1	0	1	-2	1	1	0	-1	-1	-1	-2	-2	1	-1	-2	0	1	-2	-1	1	1	-2	1	1	-1	-1	-1	1	1	-1	1	0	-1	-2	2	-1	-2	1	1	1	1	-1	0	-1	1	2	0	-1	0	-1	1	-1	-1	0	0	-1	1	1	1	1	-1	0	0	-1	-1	-1
HES4	-1	-1	1	0	-2	-1	-1	1	-1	0	-1	-1	0	0	1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	0	0	0	1	-1	1	1	2	1	-1	-1	-1	-1	0	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	1	0	-1	-2	1	0	-1	-1	0	-2	-1	0	0	-1	-1	-2	1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	0	-1	0	1	-1	-1	0	0	-1	1	-1	-1	-1	0	-1	1	1	-1	-1	1	-1	-1	-2	-1	-1	1	1	-1	-1	1	-1	-1	-1
POLD4	0	1	-1	-1	1	0	0	1	0	-1	-1	0	1	-1	1	0	0	0	1	1	1	0	1	1	1	1	0	-1	0	-1	1	-1	2	1	1	0	1	0	1	1	0	1	0	0	-1	-1	0	1	-1	1	1	1	-1	0	1	0	1	-1	-1	1	-1	1	-1	0	0	0	-1	0	1	0	-1	1	1	0	-2	1	2	1	0	1	0	0	1	0	1	1	-1	1	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	1	1	-1	0	0	0	-1	0	1	-1	1	1	1	1	-1	0
KIAA1967	2	-1	-1	1	-1	0	-1	-2	-1	-1	0	1	1	-1	-1	-1	-1	-2	-1	-1	1	-1	-1	1	-1	1	-1	0	-1	-1	-1	1	1	-2	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	0	-1	0	-1	-1	1	-1	0	-1	-1	1	1	-1	-1	-1	-2	-1	-1	-1	0	0	-1	0	-1	-1	-1	-1	0	-1	0	-1	-1	0	1	-2	-1	-1	0	-1	-1	-1	-1	-1	-1	0	1	1	0	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1
HAMP	0	1	-1	1	1	1	-1	1	-1	1	1	0	-1	-1	-1	1	-1	0	1	1	-1	0	0	1	1	0	0	0	0	1	-1	-1	-1	1	-1	2	1	0	1	0	-1	-1	1	1	1	2	2	1	1	-1	0	0	1	1	1	-1	1	0	1	0	1	-1	1	0	1	2	0	0	1	0	2	2	-1	0	1	2	1	0	1	-1	1	0	0	1	-1	0	1	0	1	0	1	2	1	1	0	-1	-1	1	0	2	-1	2	-1	1	0	0	1	-1	1	0	0	2	-1	1	0	-1	1	0
G6PC2	0	1	0	1	-1	1	-1	1	1	-1	-1	0	1	1	-1	1	0	0	1	0	0	0	-1	0	-1	0	1	0	0	1	1	1	0	0	1	1	-1	-1	-1	1	-1	-1	0	1	0	-1	1	-1	0	1	0	1	1	0	1	0	1	0	0	-1	0	1	1	0	-1	1	-1	0	0	1	1	0	-1	-2	0	1	0	-1	0	0	-1	0	0	1	0	0	1	0	0	1	-1	-1	1	1	1	1	0	0	0	1	1	-1	-1	1	-1	1	0	0	-1	1	0	0	1	0	0	-1	0	0
LSM2	0	1	-1	-1	1	0	0	1	0	1	0	0	-1	0	-1	0	-1	-1	-1	1	-1	0	0	0	-1	-1	1	0	0	-1	-1	-1	-1	1	1	0	1	-1	1	1	1	0	-1	0	0	-1	0	1	0	1	1	1	1	0	1	0	-2	-1	1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	1	1	0	0	-1	0	0	1	0	-1	1	1	-1	1	0	0	1	1	0	1	1	1	1	1	-1	-1	0	-1	0	0	0	0	-1	0	1	0	-1	-1	-1	0	0	1	-1
CCNB1IP1	0	1	1	1	-1	1	-1	-1	-1	-1	-1	0	1	-1	-1	2	0	-1	-1	1	1	0	0	0	-1	1	-1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	2	1	0	-1	1	-1	1	-1	0	0	0	0	-1	-1	-1	0	1	1	-1	0	0	0	1	0	-1	0	-1	1	1	1	0	0	0	2	-1	0	0	1	1	1	0	1	1	0	0	1	-1	0	0	1	1	1	1	0	1	-1	-1	1	1	1	0	0	-1	1	-1	-1	1	0	-1	-1	1	-1	0	2	0	1	1	1	1	0
C1orf114	-1	1	1	-1	1	1	0	1	1	0	1	1	0	-1	-1	0	1	0	1	1	1	1	1	1	-1	1	0	0	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	0	1	1	1	1	1	1	1	0	1	1	1	-1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	-1	1	1	0	1	0	0	1	1	0	1	1	-1	1	1	-1	1	-1	1	1	1	1	0
GRHL3	-2	-1	0	-1	0	0	-1	1	-1	1	-1	-1	0	0	1	-1	-1	-1	-1	0	1	0	-1	-1	-1	0	0	0	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	-1	0	-1	-1	0	-1	1	0	1	-1	0	-1	0	-1	-1	0	-1	1	1	0	-1	-1	0	-1	-1	0	0	0	-1	0	1	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	1	-1	-1	0	-1	-2	1	-1	0	0	0	-1	0	1	-1	-1	0	0	-1	-1	1	-1	-1	0	-1	-1	1	-1	-1	-1
SLAMF7	-1	1	1	-1	1	2	-1	1	1	0	1	1	0	-1	-1	-1	1	0	1	1	1	1	1	1	-1	1	0	-1	1	1	1	1	2	-1	1	1	1	1	1	1	-1	1	0	1	1	1	1	1	1	1	0	1	1	1	-1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	-1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	2	0	0	-1	1	1	-1	1	1	0	1	0	0	1	1	0	1	0	-1	1	1	-1	1	-1	0	1	1	1	0
HMHB1	1	-1	-1	1	0	0	-1	-1	0	-1	1	2	1	-1	1	-1	0	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	1	-1	-1	0	-1	-1	1	1	-1	0	0	-1	1	-1	0	-1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	1	0	-1	-1	1	1	-1	0
C6orf47	0	1	-1	-1	1	0	0	1	0	1	0	0	-1	0	-1	0	-1	-1	-1	1	-1	0	0	0	-1	-1	1	0	0	-1	-1	-1	-1	1	1	0	1	-1	1	1	1	0	-1	0	0	-1	0	1	0	1	0	1	1	0	1	0	-2	-1	1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	1	1	0	0	-1	0	0	1	0	-1	1	1	-1	1	0	0	1	1	0	1	1	1	1	1	-1	-1	0	-1	0	0	0	0	-1	0	1	0	-1	-1	-1	0	0	1	-1
CATSPERG	0	1	-1	1	1	1	-1	1	-1	1	-1	0	-1	1	-1	-1	-1	1	1	1	-1	0	1	1	-1	0	1	1	1	1	-1	-1	-1	1	-1	2	1	0	1	1	-1	-1	1	1	1	2	-1	1	1	1	1	0	-1	1	1	-1	1	-1	1	1	1	-1	1	0	1	2	0	1	1	0	2	0	1	0	1	2	1	0	1	-1	1	0	0	1	-1	1	1	0	1	0	1	2	1	0	0	-1	1	1	0	2	-1	2	-1	1	0	0	2	-1	1	0	0	1	-1	1	0	-1	1	0
ZP4	0	1	1	-1	-1	-1	0	1	1	1	1	2	-1	0	-1	0	1	0	1	1	1	1	-2	1	1	-1	0	-1	1	-1	1	1	1	-1	1	1	1	1	-1	1	-1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	2	1	0	1	1	1	0	1	1	1	1	-1	0	-1	-1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	-1	0	1	1	1	-1	1	0	1	-1	0	1	0	2	0	0	1	1	0	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1
KRTAP5-8	0	1	-1	-1	1	0	0	1	1	-1	-1	0	1	-1	1	0	0	0	1	1	-1	0	1	1	1	1	0	-1	0	-1	1	-1	1	1	-1	0	1	0	1	1	0	1	0	0	2	-2	0	1	-1	0	1	2	-1	0	1	0	1	-1	-1	0	-1	1	-1	0	0	0	2	0	1	0	0	1	1	0	-2	0	1	1	1	1	0	0	1	0	1	1	-1	1	-1	-1	1	1	-1	-1	1	0	1	-1	0	0	0	0	1	0	-1	0	0	0	-1	1	1	-1	1	1	-1	1	-1	0
CYP4F11	0	1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	0	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	-1	-1	-1	0	1	-1	-1	1	-1	0	-1	-1	-1	1	1	-1	1	-1	0	1	1	-1	-1	0	-1	1	-1	1	-1	-1	0	-1	-1	2	1	1	1	0	-1	-1	-1	0	1	1	0	1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	1	-1	0	0	0	1	1	0
SLC4A5	-1	0	0	1	1	-1	0	1	1	1	0	-1	1	0	-1	0	0	0	1	0	1	0	-1	1	1	0	1	1	0	-1	-1	1	1	-1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	-1	0	1	0	1	0	1	1	1	0	1	0	1	2	0	1	0	0	1	0	-1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	-1	1	0	1	1	1	0	0	1	1	-1	1	1	-1	1	0	0	1	1	0	0	1	1	0	-1	1	1
ZNF410	0	1	1	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	-1	0	0	-1	1	1	1	0	1	-1	1	0	-1	1	-1	1	-1	0	0	-1	-1	-1	-1	0	1	1	0	1	1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	1	1	0	-1	-1	0	1	0	-1	0	-1	0	0	0	0	0	1	1	-1	0	1	1	1	-1	0	1	-1	0	0	1	-1	1	0	-1	1	0	1	-1	1	-1	-1	1	-1	1	0	0	-1	1	0	-1	1	0	-1	1	-1	0	0	0	1	0	1	1	-1	0
CADM3	-1	1	1	-1	1	2	0	1	1	0	1	1	0	-1	-1	-1	1	0	1	1	1	1	1	1	-1	2	0	-1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	0	1	1	1	1	1	1	1	0	1	1	1	-1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	-1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	2	0	0	-1	1	1	-1	1	1	0	1	0	0	1	1	0	1	0	-1	1	1	-1	1	-1	0	1	1	1	0
SLC46A2	0	1	0	-1	1	1	1	-1	0	-1	1	1	0	0	1	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	1	-1	1	-1	0	0	-1	0	-1	1	-1	2	0	-1	-1	0	-1	1	-1	-1	0	0	1	0	1	-1	0	-1	0	1	-1	-1	-1	-1	0	-1	-1	-1	1	0	1	-1	0	-1	-1	1	0	0	1	0	-1	1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	1	-1	0	1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	0	0	0	-1	1	1	1	0	-1	-1	1	-1	-1
PTBP2	0	2	0	1	0	0	0	-1	0	1	1	1	-1	0	1	1	-1	0	2	-2	1	0	-1	-2	-1	1	0	0	0	-1	1	1	-1	0	1	-1	0	1	0	-1	-1	0	-1	-1	0	-1	-1	0	0	-1	-1	0	1	-1	0	-1	0	-1	-1	1	0	-2	-1	0	1	-1	0	0	1	1	1	0	-1	2	1	-1	-1	0	0	-1	0	-1	1	-1	1	0	-1	0	1	-1	1	-1	-1	-1	1	0	1	0	-1	0	0	2	-1	-1	0	0	-1	-2	-1	-1	0	-1	-1	-1	-1	-1	-1	-1
NGB	0	1	1	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	-1	0	0	-1	1	1	1	0	1	-1	1	0	-1	1	-1	1	-1	1	0	-1	-1	-1	-1	0	1	1	0	1	1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	1	1	0	-1	-1	0	1	0	-1	0	-1	0	0	0	0	0	1	1	-1	0	1	1	1	-1	0	1	0	0	0	1	0	1	0	-1	1	0	1	-1	1	-1	-1	1	-1	1	0	0	-1	1	0	-1	1	0	-1	1	-1	0	0	0	1	0	1	1	-1	0
NEUROD4	0	-1	0	-1	1	1	0	0	-1	1	1	0	1	-1	1	-1	0	0	1	0	0	1	-1	1	-1	2	1	0	1	0	-1	0	1	1	0	1	1	1	-1	0	1	1	0	1	1	0	0	-1	0	0	0	0	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	0	0	0	0	0	0	0	2	-1	-1	1	-1	0
WFDC1	0	-1	-1	0	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	0	-1	-1	-1	0	1	-1	-1	0	0	-1	1	0	-1	1	1	2	0	1	1	0	1	0	-1	-1	-1	1	0	0	1	0	-1	-1	-1	-1	0	-1	-1	-1	1	-1	0	-1	-1	0	1	1	1	-1	1	1	-1	0	0	-1	-1	1	1	0	1	1	-1	-2	-1	1	0	0	-1	0	1	0	1	0	-1	1	1	-1	-1	1	-1	-1	-1	2	0	0	1	-1	0	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1
CTDSP1	0	1	0	-1	-1	-1	-1	1	1	-1	-1	0	1	1	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	1	0	0	1	1	1	1	-1	-1	0	-1	1	-1	0	-1	-1	0	0	0	-1	1	0	0	1	0	1	-1	1	1	0	-1	0	0	-1	0	1	1	0	1	-1	-1	1	-1	1	0	0	-1	0	0	-1	0	-1	0	1	-1	0	0	-1	-1	-1	0	-1	0	1	-1	0	1	-1	1	0	0	0	0	-1	1	-1	0	1	-1	1	-1	0	-1	0	0	0	-1	1	1	-1	1	0
CXCL16	0	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	0	-1	-1	1	0	0	1	-1	1	1	-1	-1	0	1	0	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	-1	1	0	-1	0	-1	-1	1	-1	-1	1	0	0	0	0	0	1	1	0	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	0	0	-1	0	-1	1	-1	1	-1	0	1	-1	-1	-1	0	-1	0	1	1	-1
