Hugo_Symbol	PHLC106	PHLC110	PHLC111	PHLC113	PHLC116	PHLC119	PHLC122	PHLC123	PHLC12	PHLC132	PHLC133	PHLC134	PHLC137	PHLC139	PHLC148	PHLC149	PHLC151	PHLC152	PHLC154	PHLC156	PHLC162	PHLC164	PHLC169	PHLC171	PHLC178	PHLC181	PHLC182	PHLC188	PHLC189	PHLC191	PHLC192	PHLC193	PHLC194	PHLC196	PHLC198	PHLC200	PHLC204	PHLC205	PHLC207	PHLC211	PHLC215	PHLC220	PHLC223	PHLC225	PHLC228	PHLC229	PHLC234	PHLC235	PHLC236	PHLC237	PHLC239	PHLC242	PHLC243	PHLC247	PHLC251	PHLC252	PHLC255	PHLC256	PHLC267	PHLC268	PHLC271	PHLC272	PHLC273	PHLC274	PHLC277	PHLC286	PHLC295	PHLC296	PHLC299	PHLC309	PHLC314	PHLC315	PHLC321	PHLC325	PHLC326	PHLC328	PHLC334	PHLC339	PHLC344	PHLC353	PHLC356	PHLC360	PHLC362	PHLC365	PHLC366	PHLC369	PHLC379	PHLC390	PHLC397	PHLC402	PHLC410	PHLC412	PHLC417	PHLC422	PHLC426	PHLC428	PHLC431	PHLC435	PHLC438	PHLC444	PHLC451	PHLC459	PHLC462	PHLC469	PHLC470	PHLC471	PHLC501	PHLC50	PHLC55	PHLC57	PHLC62	PHLC655	PHLC77	PHLC81	PHLC82	PHLC83	PHLC85	PHLC86
RAB31	0	-1	-1	-1	1	1	1	0	-1	-1	0	0	0	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0	-1	1	1	0	0	1	-1	1	1	-1	1	-1	-1	1	1	-1	0	0	-1	-1	-1	1	0	-1	0	-1	-1	0	-1	0	1	-1	0	0	1	-1	1	1	1	-1	1	0	-1	1	-1	-1	1	0	1	1	1	-1	0	1	-1	0	-1	-1	-1	-1	0	0	1	0	1	-1	-1	-1	-1	-1	-1	1	-1	1	0	0	-1	0	0	0	-1	0	-1	1	0	1	1	-1	1	1	2	0
ADAP1	0	0	1	1	2	-1	1	-1	1	0	0	1	-1	1	1	-1	-1	1	1	1	1	2	1	0	1	0	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	-1	-1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	2	1	-2	1	2	1	1	1	2	1	1	1	1	1	0	1	0	-1	2	0	2	1	-1	1	1	1	2	1	1	1	-1	-1	-1	-1	1	0	-1	1	1	0	1	0	1	1	-1	1	-1
DSTN	-1	1	2	-1	-1	-1	0	1	-1	-1	-1	1	1	-1	-1	1	0	-1	-1	1	1	1	-1	1	-1	-1	1	0	1	-1	-1	1	0	1	0	1	-1	1	2	1	-1	0	0	1	1	1	-1	-1	0	1	-1	1	-1	1	1	0	0	0	2	0	1	0	1	0	0	0	1	0	0	1	-1	1	-1	0	1	1	1	-1	-1	1	1	0	1	1	1	1	1	-1	-1	-1	1	0	1	0	1	1	-2	1	0	1	1	1	1	1	0	0	-1	-1	1	1	-1	-1	1	1	1	1	-1	-1
RIPK3	0	1	1	1	-1	1	-1	-1	-1	-1	-1	0	1	-1	-1	2	0	-1	1	1	1	-1	0	-1	-1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	0	1	1	0	-1	1	0	1	-1	0	0	0	0	-1	-1	-1	0	1	1	-1	0	1	0	1	0	-1	0	-1	-1	1	1	1	-1	0	2	-1	0	0	1	1	1	0	1	-1	0	0	1	-1	0	0	1	1	1	1	0	1	-1	-1	2	1	1	0	0	-1	1	-1	-1	1	0	-1	-1	1	-1	0	0	0	1	1	1	1	0
GTF2A1L	-1	1	0	1	1	-1	0	1	1	1	-1	-1	1	0	-1	0	0	0	1	0	0	0	-1	1	1	0	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	-1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	-1	1	0	1	0	2	1	0	0	0	1	1	0	0	0	1	1	-1	1	0	1	1	0	0	0	1	0	-1	1	1	-1	1	0	1	1	1	-1	0	1	1	1	-1	1	1
STON1	-1	1	0	1	1	-1	0	1	1	1	-1	-1	1	0	-1	0	0	0	1	0	0	0	-1	1	1	0	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	-1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	-1	1	0	1	0	2	1	0	0	0	1	1	0	0	0	1	1	-1	1	0	1	1	0	0	0	1	0	-1	1	1	-1	1	0	1	1	1	-1	0	1	1	1	-1	1	1
SMA4	1	-1	-1	-2	0	-1	-2	-1	0	-1	1	-2	-1	-1	1	-1	0	-1	0	-1	-1	1	-1	-1	1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	1	-1	0	1	0	-1	0	-1	1	0	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	1	-1	0	-1	1	0	0	-1	0	-1	-1	1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	1	0	-1	-1	-1	1	-1	-1
B3GNT1	0	1	-1	1	1	0	0	1	0	-1	-1	1	1	-1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	-1	1	-1	1	1	1	0	1	0	0	1	0	1	0	0	-1	-1	0	1	-1	1	1	1	-1	0	1	0	1	-1	-1	1	-1	1	-1	0	0	0	-1	0	1	0	0	1	1	0	-1	1	2	1	1	1	0	0	1	0	1	1	-1	1	-1	-1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	1	1	-1	0	0	0	-1	0	1	-1	1	1	0	1	-1	0
SMA5	1	-1	-1	-2	0	-1	-2	-1	0	-1	1	-2	-1	-1	1	-1	0	-1	0	-1	-1	1	-1	-1	1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	1	-1	0	1	0	-1	0	-1	1	0	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	1	-1	0	-1	1	0	0	-1	0	-1	-1	1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	1	0	-1	-1	-1	1	-1	-1
PAPD7	-1	-1	-1	1	1	1	1	1	1	1	0	0	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	-1	1	2	-1	1	1	1	0	1	1	-1	-2	1	0	-1	-1	-1	-1	1	1	-1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	-1	1	2	1	-1	1	-1	0	1	1	1	1	0	1	1	2	1	1	1	1	1	-1	1	0	0	1	-1	1	1	-1	1	-1
UPK1A	0	1	-1	1	1	1	-1	1	-1	1	1	0	-1	-1	-1	1	-1	0	1	1	-1	0	0	1	-1	0	0	0	0	1	-1	0	-1	1	-1	2	1	0	1	0	-1	-1	1	1	1	2	2	1	1	1	1	0	1	1	1	-1	1	0	1	1	1	-1	1	0	1	2	0	1	1	0	2	2	-1	0	1	2	1	0	1	1	1	0	0	1	-1	0	1	0	1	0	1	2	1	1	0	-1	1	2	0	2	-1	2	-1	1	0	0	1	-1	1	0	0	2	-1	1	0	-1	1	0
SLC35D2	-2	1	0	-1	1	1	1	-1	0	-1	1	1	0	0	1	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	1	-1	1	-1	1	0	-1	0	-1	-1	-1	1	0	-1	-1	0	0	1	-1	-1	0	0	1	0	1	-1	0	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	1	-1	-1	-1	-1	1	-2	0	1	0	-1	1	-1	0	0	1	0	-1	0	-1	0	-1	-1	-1	1	0	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	0	0	1	-1	1	1	1	0	-1	-1	-1	-1	-1
ADRM1	0	1	2	-1	0	-1	1	1	-1	1	1	-1	1	1	-1	1	0	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	2	2	1	1	0	0	1	1	2	-1	-1	-1	1	-1	1	-1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	-2	1	1	1	1	1	1	1	-1	1	0	1	1	2	1	-1	-2	1	0	1	-1	1	1	1	1	0	1	0	1	1	0	1	1	1	-1	1	1	0	0	1	1	0	1	1	-1
NUDT21	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	0	1	0	-1	-2	1	0	1	-1	-1	-1	0	1	1	0	-1	1	2	2	0	1	1	0	-1	0	-1	-1	-1	1	0	-1	1	0	-1	0	0	-1	0	-1	-1	0	1	-1	1	-1	0	0	1	1	1	0	1	0	-1	0	0	-1	-1	1	1	-2	1	1	-1	-1	-1	0	-1	-1	-1	-1	1	0	0	0	-1	-1	1	-1	1	-1	-1	-1	-1	-1	0	0	1	-1	0	0	-1	0	0	-1	-2	1	-1	-1	1	0	-1	-1	-1	-1
CPSF6	-1	-1	0	1	0	1	0	0	-1	1	1	1	2	0	1	0	0	1	-1	0	0	1	-1	1	-1	1	1	0	1	0	-1	2	1	-1	0	1	1	1	-1	0	1	1	0	1	1	1	1	1	0	1	0	0	-1	0	1	-1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	-1	1	1	1	1	-1	-1	1	0	0	1	0	1	-1	0	1	-1	1	1	1	0	0	0	0	0	1	0	0	1	-1	-1	1	1	0
OGFR	0	1	0	-1	0	-1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	0	1	-1	1	-1	2	2	1	1	0	0	1	1	2	-1	-1	-1	1	-1	1	-1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	-2	1	1	2	1	1	1	1	-1	1	0	1	1	2	1	-1	-2	1	0	1	-1	1	1	1	1	0	1	0	1	1	0	1	1	1	-1	1	1	0	0	1	1	0	1	1	-1
ZPBP	-1	0	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	1	0	0	1	1	-1	1	1	0	1	0	1	1	1	-1	1	0	1	1	-1	1	1	0	1	1	0	0	1	1	1	1	2	1	1	1	0	-1	1	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	2	0	1	1	1	1	1	1	0	0	0	-1	1	1	1	1	0	1	1	1	2	1	1	1	-1	-1	1	-1	1	0	-1	1	1	-1	0	0	1	1	0	1	-1
DDX52	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	0	1	0	0	0	-1	0	1	-1	0	0	1	1	-1	-1	1	-1	-1	0	0	-1	-1	0	1	-1	1	1	0	1	0	0	-1	-1	1	2	0	1	1	1	-1	1	1	0	1	-1	1	-1	1	1	0	0	1	0	1	1	0	-1	1	-1	-1	0	-1	1	-1	0	0	0	1	1	-1	-1	1	0	-1	0	1	1	-1	1	-1	0	1	-1	-1	1	0	-1	-1	0	1	0	-1	1	0	0	1	1	0	0	1	-1	-1	1	-1	0
ABHD2	0	-1	-1	-1	-1	-1	-1	0	1	1	-1	-1	-1	0	-1	0	-1	1	1	-1	1	-1	0	1	-1	-1	-1	0	0	1	1	-2	-1	1	-1	0	-1	1	1	-1	0	1	0	0	1	0	1	-1	-1	-1	0	-1	-1	1	-1	-1	1	0	1	0	0	-1	-1	0	0	0	0	0	1	1	-1	-1	1	0	-1	1	-1	0	1	1	1	0	1	0	-1	1	1	0	-1	0	1	-1	-1	1	1	1	-1	0	0	0	0	-1	1	0	1	1	-1	1	-1	-1	0	-1	1	0	1	-1	1	0
WWP1	-1	0	1	1	1	1	1	1	1	1	1	0	-1	2	0	-1	2	1	-1	1	1	1	0	1	1	1	1	1	1	1	1	-1	0	1	1	1	1	0	-2	2	1	1	1	1	1	1	2	1	-1	-2	0	1	1	1	-1	0	-1	0	-1	0	1	-1	1	1	1	1	1	1	0	1	0	-1	1	0	1	-1	2	1	0	1	1	0	1	1	0	1	1	-1	1	0	-1	1	2	0	1	1	-1	-1	0	2	1	0	1	1	1	1	-1	1	1	-1	1	1	-2	-1	1	2	1	1
WWP2	0	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	0	1	0	-1	-1	1	0	1	-1	-1	-1	0	1	1	0	0	1	2	1	0	1	1	0	1	0	1	-1	-1	1	0	-1	1	0	-1	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	1	1	1	0	1	1	1	0	0	-1	0	1	1	0	1	1	-1	-1	-1	1	-1	0	-1	0	1	0	0	1	-1	0	1	-1	1	0	-1	-1	-1	1	0	0	1	-1	0	0	-1	0	0	1	-1	1	-1	-1	1	0	-1	-1	-1	-1
LECT1	1	-1	-1	-2	0	-1	0	-1	1	-1	-1	1	-1	0	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	1	0	1	-1	0	-1	0	-1	-1	-1	-1	1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	0	0	-1	-1	1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-2	-1	-1	1	0	1	-1	-1	-1	-1	0	1	1	-1	-1	1	-1	-1	0	0	-1	-1	-1	1	0	-1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1	1	2	1	0	-1	-1
DUS4L	-1	0	1	1	1	1	1	-1	1	1	-1	-1	-1	-1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	-1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	-1	1	1	1	1	1	1	1	1	0	1	1	0	-1	0	1	1	1	1	1	0	1	0	0	0	0	-1	1	-1	2	1	0	1	1	2	1	1	-1	-1	1	0	1	0	-1	1	-1	0	0	1	1	1	0	1	0
SOX30	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	1	-1	1	-1	0	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	0	1	1	1	0	0	-1	-1	1	-1	2	-1	1	-1	-1	0	0	-1	1	0	0	0	0	-1	1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	1	-1	0	0	-1	1	-1	0	-1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	1	0	-1	-1	1	1	-1	1
CNTRL	0	1	0	-1	-1	1	1	-1	1	-1	1	1	0	0	1	0	0	-1	-1	-1	0	0	0	-2	-1	0	0	1	-1	1	-1	0	0	-1	0	-1	1	-1	1	0	-1	-1	0	-1	1	-1	-1	0	0	-1	0	1	-1	0	-1	0	1	-1	-1	-1	-1	0	-1	-1	-1	1	0	1	-1	0	-1	-1	1	0	0	1	0	-1	1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	1	-1	0	0	-1	0	0	-1	-1	1	-1	-1	-1	-1	0	0	0	-1	0	0	1	0	-1	-1	-1	-1	-1
UBE2C	-1	1	-1	-1	0	-1	1	1	-1	1	1	-1	0	1	-1	0	0	0	1	1	1	1	0	1	1	1	1	-1	1	1	1	1	0	1	1	1	-1	1	-1	0	1	0	0	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	0	0	0	1	0	1	-1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	-1	1	0	0	1	1	1	-1	0	1	0	1	-1	1	1	1	1	0	1	1	0	1	0	0	0	-1	-1	1	1	-1	0	1	2	0	1	1	2
SNRNP35	0	-1	0	-1	0	-1	0	0	0	1	1	2	-1	0	1	-1	0	0	-1	0	-1	1	-1	1	-1	1	1	0	1	0	-1	1	1	-1	-1	1	-1	1	-1	0	-1	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	1	0	1	0	-1	0	-1	1	0	0	1	0	1	0	-1	-1	1	-1	1	2	1	1	1	0	1	-1	0	0	1	0	-1	1	1	1	1	-1	-1	1	-1	1	1	0	-1	-1	0	1	-1	1	1	-1	0	0	0	0	0	0	1	-1	1	-1	-1	1	1	0
C10orf10	0	-1	-1	-1	0	-1	-1	-1	1	0	1	0	-1	1	-1	-1	0	0	-1	0	1	0	0	1	1	0	1	1	1	0	-1	-1	-1	-1	0	2	1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	1	-1	1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	1	1	-1	1	0	-1	-1	1	-1	0	-1	-1	0	0	0	0	-1	1	-1	1	-1	1	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	0	1	0	1	-1	1	-1	-2	0	2	-1	0	1	0	-1	1
CYB561D2	1	0	-1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	-1	1	-1	0	-2	-1	-1	-2	0	0	-2	-1	-1	-1	-1	0	-1	-2	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-2	0	-1	-1	1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	1	-2	-2	-1	-1	-1	-2	-1	-1	1	0	1	-1	-1	-1	-2	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	1	-1	1
RAPGEF4	0	1	0	1	-1	1	-1	1	1	-1	-1	0	1	1	-1	1	0	0	1	0	0	0	-1	-1	-1	0	1	0	0	1	1	1	0	0	1	1	-1	1	-1	1	-1	-1	0	1	0	-1	1	-1	0	1	0	1	1	0	1	0	1	0	0	-1	0	1	1	0	1	1	-1	0	-1	1	1	0	-1	-2	0	1	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	-1	-1	1	1	1	0	0	0	0	1	1	-1	-1	1	-1	1	0	0	1	1	0	0	1	0	0	-1	0	0
TMEM115	1	0	-1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	-1	1	-1	0	-2	-1	-1	-2	0	0	-2	-1	-1	-1	-1	0	-1	-2	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-2	0	-1	-1	1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	1	-2	-2	-1	-1	-1	-2	-1	-1	1	0	1	-1	-1	-1	-2	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	1	-1	1
DUSP14	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	0	1	0	0	0	-1	0	1	-1	0	0	1	1	-1	-1	1	-1	-1	0	0	-1	-1	0	1	-1	1	1	0	1	0	0	-1	-1	1	2	0	1	1	1	-1	1	1	0	1	-1	1	-1	1	1	0	0	1	0	1	1	0	-1	1	-1	-1	0	-1	1	-1	0	0	0	1	1	-1	-1	1	0	-1	0	1	1	-1	1	-1	0	1	-1	-1	1	0	-1	-1	0	1	0	-1	1	0	0	1	1	0	0	1	-1	-1	1	-1	0
TOPBP1	-1	1	1	1	1	-1	1	-1	-1	0	0	-1	-1	1	0	1	0	0	1	1	1	0	-1	1	-1	1	1	1	-1	-1	-1	1	0	-1	-1	1	1	1	2	-1	1	-1	1	2	1	1	-1	-1	0	-1	0	1	-1	1	1	1	0	1	1	-1	1	1	1	0	1	-1	2	2	0	0	0	0	1	0	-1	1	-1	0	0	-1	1	0	1	0	1	1	0	1	1	-1	1	1	1	0	-1	1	-1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	-1	0	1	1	1
TRIM31	0	1	-1	-1	1	1	0	1	0	1	1	0	0	0	-1	0	-1	-1	-1	1	-1	0	0	0	-1	-1	1	0	0	-1	-1	-1	-1	1	1	0	1	-1	1	1	1	0	-1	0	0	-1	0	1	0	1	0	1	1	0	0	0	-2	-1	1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	1	1	-1	0	-1	-1	0	1	0	-1	1	1	-1	1	-1	0	1	1	0	0	1	1	1	1	-1	-1	0	-1	0	0	0	0	0	0	1	-1	-1	-1	-1	1	0	1	-1
STMN2	-1	0	1	1	1	1	1	1	1	1	1	0	-1	2	0	-1	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	-1	2	1	1	1	1	1	1	2	1	-1	1	0	1	1	1	-1	0	0	0	-1	0	1	1	1	1	2	1	1	1	1	1	1	-1	1	0	1	-1	2	1	0	1	1	0	1	1	0	1	1	1	1	1	-1	1	2	0	1	1	-1	-1	0	2	1	0	1	1	1	1	-1	1	1	0	1	1	-2	-1	-1	2	1	1
TPPP	-1	-1	-1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	-2	1	1	1	1	1	1	1	1	1	2	-1	1	1	1	2	1	1	-1	1	1	1	1	1	-1	1	-1	-1	1	2	1	0	1	0	1	2	-1	1	2	1	0	1	1	-1	-1	1	0	-1	1	-1	-1	1	1	-1	1	1	0	1	1	1	1	1	1	1	-1	1	2	1	1	-1	1	2	1	1	1	1	-1	1	1	1	1	0	1	2	2	1	1	1	1	2	-1	1	0	1	2	-1	1	1	-1	1	-1
HSF2BP	0	0	-1	-1	-1	0	-1	0	-1	1	1	1	0	-1	-1	0	0	-1	-1	1	-2	0	-1	0	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	1	-1	1	0	1	-1	0	-1	-1	1	1	-1	0	0	0	-1	1	1	-1	0	0	1	-1	-1	-2	1	1	-1	-1	-1	1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-2	1	-1	-1	0	-1	-1	-1	1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	1	0	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	0	1	0
TRIOBP	0	-1	-1	1	1	-1	1	1	0	1	-1	-1	1	1	0	1	-1	1	0	1	1	0	0	1	1	-1	0	-1	-1	0	-1	0	-1	-1	2	0	-1	0	-1	1	-1	1	0	-1	1	-1	0	1	0	-1	-1	1	-1	0	-1	0	0	-1	1	1	1	0	1	0	1	1	1	0	-1	-1	-1	-1	-1	0	0	-1	-1	0	-1	1	2	0	0	1	0	2	-1	-1	-1	-1	1	0	-1	-1	-1	1	1	-1	0	2	1	-1	0	1	1	1	-1	0	-1	0	-1	-1	-1	1	-1	-1	1	0
RER1	1	-1	1	0	-2	-1	-1	1	-1	0	-1	-1	0	0	1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	0	0	0	1	-1	1	1	2	1	-1	-1	-1	-1	0	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	0	-1	1	1	0	-1	-1	0	-2	-1	0	-1	-1	-1	-2	1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	0	-1	0	1	-1	-1	0	0	-1	1	-1	-1	-1	0	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1
DNAJB4	0	2	0	0	0	0	0	-1	0	1	0	1	0	0	1	1	-1	0	2	1	1	0	-1	1	-1	1	0	0	0	-1	1	1	1	0	1	-1	0	1	0	-1	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	0	1	-1	0	-1	-1	-1	-1	1	0	0	-1	0	1	-1	0	0	0	1	1	0	-1	0	1	-1	-1	0	0	-1	0	0	0	-1	-1	0	2	0	1	-1	1	-1	0	-1	1	-1	1	0	0	1	0	2	-1	-1	1	0	-1	-2	0	-1	0	-1	-1	1	-1	-1	1	-1
KERA	-1	-1	0	-1	0	1	0	0	0	1	0	0	-1	0	2	1	0	1	-1	0	0	1	-1	1	-1	1	1	1	1	0	0	-1	1	-1	0	1	1	1	-1	0	1	1	0	1	0	1	1	0	0	1	0	0	-1	0	1	-1	0	0	0	1	-1	1	0	1	1	0	1	0	1	-1	1	0	1	0	1	1	1	0	0	-1	-1	0	1	0	-1	1	1	1	1	-1	-1	1	1	0	1	0	1	-1	0	1	-1	1	1	-1	1	0	0	0	1	1	0	-1	1	-1	-1	1	1	0
ESM1	1	-1	-1	0	0	2	-2	-2	0	-1	1	-1	1	-1	1	-1	0	-1	0	-1	-1	1	-1	-1	1	0	-1	-1	0	-1	1	1	0	-1	-1	-1	0	-1	2	1	1	-1	-1	0	-2	1	0	0	0	0	0	-1	1	0	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	0	1	1	0	0	-1	1	-1	0	-1	1	0	0	-1	0	-2	-1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	1	1	-1	-1	-1	1	-1	0
DIDO1	0	1	0	-1	0	-1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	0	1	-1	1	-1	2	2	1	1	0	0	1	1	2	-1	-1	-1	1	-1	1	-1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	-2	1	1	2	1	1	1	1	-1	1	0	1	1	2	1	-1	-2	1	0	1	-1	1	1	1	1	0	1	0	1	1	0	1	1	1	-1	1	1	0	0	1	1	0	1	1	-1
ADAM30	0	1	1	1	0	1	0	-1	1	-1	1	-2	-1	0	1	1	-1	0	1	-2	1	0	-1	-2	-1	-1	0	0	0	0	1	-1	-1	-1	-2	-1	0	1	2	1	1	1	-1	-1	-2	-1	-1	0	0	-1	-1	1	1	-1	0	-1	0	-1	-1	0	-1	1	1	-1	1	-1	0	0	0	0	-1	1	-1	0	1	-1	-1	0	0	-2	1	-1	0	-1	0	1	1	0	1	-1	1	-1	0	-1	1	-1	1	-1	0	0	0	1	-1	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	0	1	-1	-1
ADAM29	1	0	1	1	1	-1	-1	1	0	0	1	0	1	-1	1	1	-1	-1	-1	-2	-1	1	-1	-1	1	0	0	-1	0	0	0	-1	-1	-2	-1	-1	-1	-1	1	-2	0	1	-1	-1	-2	-1	-1	0	1	1	0	0	1	-1	-1	-1	-1	-1	1	-1	-1	0	1	0	-1	-1	-1	-1	1	-2	-1	0	-1	0	-2	-2	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	-1	-2	-1	1	0	-1	-1	-1	-2	0	0	0	-1	0	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	0	-1	1	1
WDR5	0	0	0	-1	-1	1	0	-1	1	-1	1	1	1	1	0	0	0	-1	1	-1	-1	-1	0	-1	-1	0	0	1	-1	1	-1	0	-1	0	-1	-1	-1	0	1	0	-1	-1	0	0	-1	2	-1	-1	-1	-1	1	1	-1	0	-1	0	1	-1	-1	-1	-1	-1	-2	-1	-1	-1	1	1	-1	1	-1	-1	-1	-2	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	0	1	1	0	-1	-1	0	1	-1
